Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
21Dc,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, automated colour",LAB_METHODS,FLOAT,
21Dd,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
21De,LaboratoryMeasurement,Lab,,,,,SULFUR,"1M KCL,1:20,after ox.,ICP",LAB_METHODS,FLOAT,
21Df,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur after ox - automated turbidmetric,LAB_METHODS,FLOAT,
21Dg,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
21E,LaboratoryMeasurement,Lab,,,,,SULFUR,Peroxide oxidisable S - 21D minus 21C,LAB_METHODS,FLOAT,
21Ee,LaboratoryMeasurement,Lab,,,,,SULFUR,Peroxide oxidisable S - 21De minus 21Ce,LAB_METHODS,FLOAT,
21F,LaboratoryMeasurement,Lab,,,,,TAA,Total Actual Acidity (TAA) in 1M KCl titrated to pH 5.5,LAB_METHODS,FLOAT,
21G,LaboratoryMeasurement,Lab,,,,,TPA,Total Potential Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 5.5,LAB_METHODS,FLOAT,
21H,LaboratoryMeasurement,Lab,,,,,TSA,Total Sulfidic Acidity (TSA) - 21G minus 21F,LAB_METHODS,FLOAT,
21J,LaboratoryMeasurement,Lab,,,,,TAA,TAA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21K,LaboratoryMeasurement,Lab,,,,,TPA,TPA -calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21L,LaboratoryMeasurement,Lab,,,,,TSA,TSA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
21M,LaboratoryMeasurement,Lab,,,,,SODIUM,Na extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Ms,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Mt,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Mu,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, before ox. - flame emission",LAB_METHODS,FLOAT,
21N,LaboratoryMeasurement,Lab,,,,,SODIUM,Na in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Ns,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Nt,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Nu,LaboratoryMeasurement,Lab,,,,,SODIUM,"Sodium, after ox. - flame emission",LAB_METHODS,FLOAT,
21P,LaboratoryMeasurement,Lab,,,,,SODIUM,Na difference (21N minus 21M),LAB_METHODS,FLOAT,
21Ps,LaboratoryMeasurement,Lab,,,,,SODIUM,Na difference (21Ns minus 21Ms)  - ICPAES,LAB_METHODS,FLOAT,
21Q,LaboratoryMeasurement,Lab,,,,,,Quick residual neutralising capacity,LAB_METHODS,FLOAT,
21R,LaboratoryMeasurement,Lab,,,,,,"Quick residual neutralising capacity (21Q), calculated as equivalent S%",LAB_METHODS,FLOAT,
21S,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Mg extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Sm,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Sn,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Sp,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, before ox. - titration EDTA",LAB_METHODS,FLOAT,
21T,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Mg in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Tm,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Tn,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Tp,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium, after ox.  - titration EDTA",LAB_METHODS,FLOAT,
21U,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Mg reacted with acid generated by peroxide digestion (21T minus 21S),LAB_METHODS,FLOAT,
21Um,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Mg reacted with acid generated by peroxide digestion (21Tm minus 21Sm) - ICPAES,LAB_METHODS,FLOAT,
21V,LaboratoryMeasurement,Lab,,,,,CALCIUM,Ca extracted in 1M KCl (TAA),LAB_METHODS,FLOAT,
21Vh,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, before ox. - ICPAES",LAB_METHODS,FLOAT,
21Vj,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, before ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Vk,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, before ox.  - titration EDTA",LAB_METHODS,FLOAT,
21W,LaboratoryMeasurement,Lab,,,,,CALCIUM,Ca in peroxide digest (TPA),LAB_METHODS,FLOAT,
21Wh,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, after ox. - ICPAES",LAB_METHODS,FLOAT,
21Wj,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, after ox. - atomic absorption (AAS)",LAB_METHODS,FLOAT,
21Wk,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium, after ox. - titration EDTA",LAB_METHODS,FLOAT,
21X,LaboratoryMeasurement,Lab,,,,,CALCIUM,Ca reacted with acid generated by peroxide digestion (21W minus 21V),LAB_METHODS,FLOAT,
21Xh,LaboratoryMeasurement,Lab,,,,,CALCIUM,Ca reacted with acid generated by peroxide digestion (21Wh minus 21Vh) - ICPAES,LAB_METHODS,FLOAT,
22A,LaboratoryMeasurement,Lab,,,,,SULFUR,"Sulfur, Acid Volitile",LAB_METHODS,FLOAT,
22B,LaboratoryMeasurement,Lab,,,,,SULFUR,Chromium Reducible Sulfur,LAB_METHODS,FLOAT,
23A,LaboratoryMeasurement,Lab,,,,,PH,"pH of 1:40 1M KCl suspension 4h shake, overnight stand (TAA)",LAB_METHODS,FLOAT,
23A1,LaboratoryMeasurement,Lab,,,,,AAS,Tri-Acid Digest (Heavy metal) AAS hydride,LAB_METHODS,FLOAT,
23Af,LaboratoryMeasurement,Lab,,,,,PH,pH done in field on saturated soil sample using pH probe,LAB_METHODS,FLOAT,
23B,LaboratoryMeasurement,Lab,,,,,PH,pH of  1:25 suspension after peroxide digestion,LAB_METHODS,FLOAT,
23Bf,LaboratoryMeasurement,Lab,,,,,PH,pH done in field of 30% peroxide reaction,LAB_METHODS,FLOAT,
23C,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur before ox,LAB_METHODS,FLOAT,
23Ca,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur before ox - sulfate, turbidmetric",LAB_METHODS,FLOAT,
23Cb,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur before ox - sulfate, gravimetric",LAB_METHODS,FLOAT,
23Cc,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur before ox - sulfate, automated colour",LAB_METHODS,FLOAT,
23Cd,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur before ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
23Ce,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur before ox - ICPAES,LAB_METHODS,FLOAT,
23Cf,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur before ox - automated turbidmetric,LAB_METHODS,FLOAT,
23Cg,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur before ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
23D,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur after ox - sulfate,LAB_METHODS,FLOAT,
23Da,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, turbidmetric",LAB_METHODS,FLOAT,
23Db,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, gravimetric",LAB_METHODS,FLOAT,
23Dc,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, automated colour",LAB_METHODS,FLOAT,
23Dd,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, ion chromatography",LAB_METHODS,FLOAT,
23De,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur after ox - ICPAES,LAB_METHODS,FLOAT,
23Df,LaboratoryMeasurement,Lab,,,,,SULFUR,KCl Extractable sulfur after ox - automated turbidmetric,LAB_METHODS,FLOAT,
23Dg,LaboratoryMeasurement,Lab,,,,,SULFUR,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS",LAB_METHODS,FLOAT,
23E,LaboratoryMeasurement,Lab,,,,,SULFUR,Peroxide oxidisable S - 21D minus 21C,LAB_METHODS,FLOAT,
23Ee,LaboratoryMeasurement,Lab,,,,,SULFUR,Peroxide oxidisable S - 21D minus 21C- ICPAES,LAB_METHODS,FLOAT,
23F,LaboratoryMeasurement,Lab,,,,,TAA,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,LAB_METHODS,FLOAT,
23G,LaboratoryMeasurement,Lab,,,,,TPA,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,LAB_METHODS,FLOAT,
23H,LaboratoryMeasurement,Lab,,,,,TSA,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,LAB_METHODS,FLOAT,
23Q,LaboratoryMeasurement,Lab,,,,,TPA,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,LAB_METHODS,FLOAT,
23R,LaboratoryMeasurement,Lab,,,,,SULFUR,Residual acid extractable S after peroxide,LAB_METHODS,FLOAT,
23Re,LaboratoryMeasurement,Lab,,,,,SULFUR,Residual acid extractable S after peroxide -ICP,LAB_METHODS,FLOAT,
23S,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration",LAB_METHODS,FLOAT,
23Sm,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,FLOAT,
23Sn,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,FLOAT,
23Sp,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,FLOAT,
23T,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration),LAB_METHODS,FLOAT,
23Tm,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,LAB_METHODS,FLOAT,
23Tn,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,FLOAT,
23Tp,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,FLOAT,
23U,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),LAB_METHODS,FLOAT,
23Um,LaboratoryMeasurement,Lab,,,,,MAGNESIUM,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,LAB_METHODS,FLOAT,
23V,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration",LAB_METHODS,FLOAT,
23Vh,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES",LAB_METHODS,FLOAT,
23Vj,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)",LAB_METHODS,FLOAT,
23Vk,LaboratoryMeasurement,Lab,,,,,CALCIUM,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA",LAB_METHODS,FLOAT,
23W,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration),LAB_METHODS,FLOAT,
23Wh,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,LAB_METHODS,FLOAT,
23Wj,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),LAB_METHODS,FLOAT,
23Wk,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,LAB_METHODS,FLOAT,
23X,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium reacted with acid generated by peroxide digest (23W minus 23V),LAB_METHODS,FLOAT,
23Xh,LaboratoryMeasurement,Lab,,,,,CALCIUM,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,LAB_METHODS,FLOAT,
2A1,LaboratoryMeasurement,Lab,,,,,Moisture content,Air-dry moisture content,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/02A1
2A1_MQ01,LaboratoryMeasurement,Lab,,,,,Moisture content,Air dry moisture - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2A1_MQ02,LaboratoryMeasurement,Lab,,,,,Moisture content,Air dry moisture,LAB_METHODS,FLOAT,
2B1,LaboratoryMeasurement,Lab,,,,,Moisture content,As received moisture content,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/02B1
2C1,LaboratoryMeasurement,Lab,,,,,Moisture content,Moisture content - 10 mm tension,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/02C1
2D1,LaboratoryMeasurement,Lab,,,,,Moisture content,Moisture content - approximate saturation paste,LAB_METHODS,FLOAT,http://anzsoil.org/def/au/scma/02D1
2.00E+01,LaboratoryMeasurement,Lab,,,,,Moisture content,"15 Bar, pressure plate",LAB_METHODS,FLOAT,
2E1_MQ01,LaboratoryMeasurement,Lab,,,,,Moisture content,15 bar moisture - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2E1_MQ02,LaboratoryMeasurement,Lab,,,,,Moisture content,15 Bar moisture,LAB_METHODS,FLOAT,
2.00E+02,LaboratoryMeasurement,Lab,,,,,Moisture content,"1/3 Bar, pressure plate",LAB_METHODS,FLOAT,
2.00E+03,LaboratoryMeasurement,Lab,,,,,Moisture content,"1/10 Bar, pressure plate",LAB_METHODS,FLOAT,
2.00E+04,LaboratoryMeasurement,Lab,,,,,Moisture content,"1 Bar, pressure plate",LAB_METHODS,FLOAT,
2Y1,LaboratoryMeasurement,Lab,,,,,Moisture content,Available water capacity - calc (diff 2E2 and 2E1),LAB_METHODS,FLOAT,
2Y2,LaboratoryMeasurement,Lab,,,,,Moisture content,PAWC,LAB_METHODS,FLOAT,
2Z1_R1,LaboratoryMeasurement,Lab,,,,,Moisture content,Aqu. Silt+Clay/Total Silt+Clay,LAB_METHODS,FLOAT,
2Z1_R2,LaboratoryMeasurement,Lab,,,,,DISPERSION_INDEX,Dispersion ratio,LAB_METHODS,FLOAT,
2Z2_Clay,LaboratoryMeasurement,Lab,,,,,PSA,Clay fraction,LAB_METHODS,FLOAT,
2Z2_Clay_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_Clay_M,LaboratoryMeasurement,Lab,,,,,PSA,Clay - MIR QLD Calibration 1,LAB_METHODS,FLOAT,
2Z2_Clay_N,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_Clay_P,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Plummet balance,LAB_METHODS,FLOAT,
2Z2_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand fraction,LAB_METHODS,FLOAT,
2Z2_CS_CF,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_CS_NR,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_CS_PB,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Plummet balance,LAB_METHODS,FLOAT,
2Z2_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand fraction,LAB_METHODS,FLOAT,
2Z2_FS_CF,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
2Z2_FS_NR,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Not recorded,LAB_METHODS,FLOAT,
2Z2_FS_PB,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Plummet balance,LAB_METHODS,FLOAT,
