code_domain,code_value,code_desc
C_MUNSELL_COLOUR,7.5R28,Dark red
C_MUNSELL_COLOUR,7.5R30,Very dark grey
C_MUNSELL_COLOUR,7.5R31,Very dark grey
C_MUNSELL_COLOUR,7.5R32,Dusky red
C_MUNSELL_COLOUR,7.5R33,Dusky red
C_MUNSELL_COLOUR,7.5R34,Dusky red
C_MUNSELL_COLOUR,7.5R35,Dusky red
C_MUNSELL_COLOUR,7.5R36,Dark red
C_MUNSELL_COLOUR,7.5R37,Dark red
C_MUNSELL_COLOUR,7.5R38,Dark red
C_MUNSELL_COLOUR,7.5R40,Dark grey
C_MUNSELL_COLOUR,7.5R41,Dark grey
C_MUNSELL_COLOUR,7.5R42,Weak red
C_MUNSELL_COLOUR,7.5R43,Weak red
C_MUNSELL_COLOUR,7.5R44,Weak red
C_MUNSELL_COLOUR,7.5R45,Weak red
C_MUNSELL_COLOUR,7.5R46,Red
C_MUNSELL_COLOUR,7.5R47,Red
C_MUNSELL_COLOUR,7.5R48,Red
C_MUNSELL_COLOUR,7.5R50,Grey
C_MUNSELL_COLOUR,7.5R51,Grey
C_MUNSELL_COLOUR,7.5R52,Weak red
C_MUNSELL_COLOUR,7.5R53,Weak red
C_MUNSELL_COLOUR,7.5R54,Weak red
C_MUNSELL_COLOUR,7.5R55,Red
C_MUNSELL_COLOUR,7.5R56,Red
C_MUNSELL_COLOUR,7.5R57,Red
C_MUNSELL_COLOUR,7.5R58,Red
C_MUNSELL_COLOUR,7.5R60,Grey
C_MUNSELL_COLOUR,7.5R61,Grey
C_MUNSELL_COLOUR,7.5R62,Pale red
C_MUNSELL_COLOUR,7.5R63,Pale red
C_MUNSELL_COLOUR,7.5R64,Pale red
C_MUNSELL_COLOUR,7.5R65,Light red
C_MUNSELL_COLOUR,7.5R66,Light red
C_MUNSELL_COLOUR,7.5R67,Light red
C_MUNSELL_COLOUR,7.5R68,Light red
C_MUNSELL_COLOUR,7.5R70,Grey
C_MUNSELL_COLOUR,7.5R71,Grey
C_MUNSELL_COLOUR,7.5R72,Pale red
C_MUNSELL_COLOUR,7.5R73,Pale red
C_MUNSELL_COLOUR,7.5R74,Pale red
C_MUNSELL_COLOUR,7.5R75,Light red
C_MUNSELL_COLOUR,7.5R76,Light red
C_MUNSELL_COLOUR,7.5R77,Light red
C_MUNSELL_COLOUR,7.5R78,Loght red
C_MUNSELL_COLOUR,7.5Y68,Olive Yellow
C_MUNSELL_COLOUR,7.5Y78,Yellow
C_MUNSELL_COLOUR,7.5Y84,Pink
C_MUNSELL_COLOUR,7.5YR2.51,Black
C_MUNSELL_COLOUR,7.5YR2.52,V. Dark Brown
C_MUNSELL_COLOUR,7.5YR2.53,V. Dark Brown
C_MUNSELL_COLOUR,7.5YR20,Black
C_MUNSELL_COLOUR,7.5YR21,Black
C_MUNSELL_COLOUR,7.5YR22,Very dark brown
C_MUNSELL_COLOUR,7.5YR23,Very dark brown
C_MUNSELL_COLOUR,7.5YR24,Very dark brown
C_MUNSELL_COLOUR,7.5YR25,Strong brown
C_MUNSELL_COLOUR,7.5YR26,Strong brown
C_MUNSELL_COLOUR,7.5YR27,Strong brown
C_MUNSELL_COLOUR,7.5YR28,Strong brown
C_MUNSELL_COLOUR,7.5YR30,Very dark grey
C_MUNSELL_COLOUR,7.5YR31,Very dark grey
C_MUNSELL_COLOUR,7.5YR32,Dark brown
C_MUNSELL_COLOUR,7.5YR33,Dark brown
C_MUNSELL_COLOUR,7.5YR34,Dark brown
C_MUNSELL_COLOUR,7.5YR35,Strong brown
C_MUNSELL_COLOUR,7.5YR36,Strong brown
C_MUNSELL_COLOUR,7.5YR37,Strong brown
C_MUNSELL_COLOUR,7.5YR38,Strong brown
C_MUNSELL_COLOUR,7.5YR40,Dark grey
C_MUNSELL_COLOUR,7.5YR41,Dark grey
C_MUNSELL_COLOUR,7.5YR42,Brown
C_MUNSELL_COLOUR,7.5YR43,Brown
C_MUNSELL_COLOUR,7.5YR44,Brown
C_MUNSELL_COLOUR,7.5YR45,Strong brown
C_MUNSELL_COLOUR,7.5YR46,Strong brown
C_MUNSELL_COLOUR,7.5YR47,Strong brown
C_MUNSELL_COLOUR,7.5YR48,Strong brown
C_MUNSELL_COLOUR,7.5YR50,Grey
C_MUNSELL_COLOUR,7.5YR51,Grey
C_MUNSELL_COLOUR,7.5YR52,Brown
C_MUNSELL_COLOUR,7.5YR53,Brown
C_MUNSELL_COLOUR,7.5YR54,Brown
C_MUNSELL_COLOUR,7.5YR55,Strong brown
C_MUNSELL_COLOUR,7.5YR56,Strong brown
C_MUNSELL_COLOUR,7.5YR57,Strong brown
C_MUNSELL_COLOUR,7.5YR58,Strong brown
C_MUNSELL_COLOUR,7.5YR60,Grey
C_MUNSELL_COLOUR,7.5YR61,Grey
C_MUNSELL_COLOUR,7.5YR62,Pinkish grey
C_MUNSELL_COLOUR,7.5YR63,Pinkish grey
C_MUNSELL_COLOUR,7.5YR64,Light brown
C_MUNSELL_COLOUR,7.5YR65,Reddish yellow
C_MUNSELL_COLOUR,7.5YR66,Reddish yellow
C_MUNSELL_COLOUR,7.5YR67,Reddish yellow
C_MUNSELL_COLOUR,7.5YR68,Reddish yellow
C_MUNSELL_COLOUR,7.5YR70,Light grey
C_MUNSELL_COLOUR,7.5YR71,Light grey
C_MUNSELL_COLOUR,7.5YR72,Pinkish grey
C_MUNSELL_COLOUR,7.5YR73,Pinkish grey
C_MUNSELL_COLOUR,7.5YR74,Pink
C_MUNSELL_COLOUR,7.5YR75,Reddish yellow
C_MUNSELL_COLOUR,7.5YR76,Reddish yellow
C_MUNSELL_COLOUR,7.5YR77,Reddish yellow
C_MUNSELL_COLOUR,7.5YR78,Reddish yellow
C_MUNSELL_COLOUR,7.5YR80,White
C_MUNSELL_COLOUR,7.5YR81,White
C_MUNSELL_COLOUR,7.5YR82,Pinkish yellow
C_MUNSELL_COLOUR,7.5YR83,Pinkish white
C_MUNSELL_COLOUR,7.5YR84,Pink
C_MUNSELL_COLOUR,7.5YR85,Reddish yellow
C_MUNSELL_COLOUR,7.5YR86,Reddish yellow
C_MUNSELL_COLOUR,7.5YR87,Reddish yellow
C_MUNSELL_COLOUR,7.5YR88,Reddish yellow
C_MUNSELL_COLOUR,7.5YR91,White
C_MUNSELL_COLOUR,N10,Black
C_MUNSELL_COLOUR,N20,Black
C_MUNSELL_COLOUR,N30,Very Dark Grey
C_MUNSELL_COLOUR,N40,Dark Grey
C_MUNSELL_COLOUR,N50,Grey
C_MUNSELL_COLOUR,N60,Grey
C_MUNSELL_COLOUR,N70,Light Grey
C_MUNSELL_COLOUR,N80,White
C_MUNSELL_COLOUR,N90,White
C_O_AGGRADATION,0,No aggradation
C_O_AGGRADATION,1,Present
C_O_AGGRADATION,X,Not apparent
C_O_ASC,AA,Red
C_O_ASC,AB,Brown
C_O_ASC,AC,Yellow
C_O_ASC,AD,Grey
C_O_ASC,AE,Black
C_O_ASC,AF,Dystrophic
C_O_ASC,AG,Mesotrophic
C_O_ASC,AH,Eutrophic
C_O_ASC,AI,Acidic
C_O_ASC,AJ,Acidic-Mottled
C_O_ASC,AK,Andic
C_O_ASC,AL,Aeric
C_O_ASC,AM,Aquic
C_O_ASC,AN,Anthroposols
C_O_ASC,AO,Arenic
C_O_ASC,AP,Argic
C_O_ASC,AQ,Argillaceous
C_O_ASC,AR,Basic
C_O_ASC,AS,Bauxitic
C_O_ASC,AT,Bleached
C_O_ASC,AU,Bleached-Acidic
C_O_ASC,AV,Bleached-Ferric
C_O_ASC,AW,Bleached-Leptic
C_O_ASC,AX,Bleached-Magnesic
C_O_ASC,AY,Bleached-Manganic
C_O_ASC,AZ,Bleached-Mottled
C_O_ASC,BA,Bleached-Sodic
C_O_ASC,BB,Bleached-Vertic
C_O_ASC,BC,Calcareous
C_O_ASC,BD,Calcic
C_O_ASC,BE,Chernic
C_O_ASC,BF,Chernic-Leptic
C_O_ASC,BG,Chromosolic
C_O_ASC,BH,Crusty
C_O_ASC,BI,Densic
C_O_ASC,BJ,Duric
C_O_ASC,BK,Pedaric
C_O_ASC,BL,Endoacidic
C_O_ASC,BM,Endic
C_O_ASC,BN,Episodic
C_O_ASC,BO,Endic-Pedal
C_O_ASC,BP,Endohypersodic
C_O_ASC,BQ,Epic
C_O_ASC,BR,Epihypersodic
C_O_ASC,BS,Epic-Pedal
C_O_ASC,BT,Extratidal
C_O_ASC,BU,Ferric
C_O_ASC,BV,Arenaceous
C_O_ASC,BW,Fibric
C_O_ASC,BX,Fluvic
C_O_ASC,BY,Fragic
C_O_ASC,BZ,Gypsic
C_O_ASC,CB,Calcarosolic
C_O_ASC,CC,Halic
C_O_ASC,CD,Haplic
C_O_ASC,CE,Hemic
C_O_ASC,CF,Histic
C_O_ASC,CG,Humic
C_O_ASC,CH,Chromosol
C_O_ASC,CI,Humic/Humosesquic
C_O_ASC,CJ,Humic/Sesquic
C_O_ASC,CK,Humose
C_O_ASC,CL,Humose-Magnesic
C_O_ASC,CM,Humose-Mottled
C_O_ASC,CN,Humose-Parapanic
C_O_ASC,CO,Humosesquic
C_O_ASC,CP,Hypervescent
C_O_ASC,CQ,Hypercalcic
C_O_ASC,CR,Hypernatric
C_O_ASC,CS,Hypersalic
C_O_ASC,CU,Epihypersodic-Epiacidic
C_O_ASC,CV,Hypocalcic
C_O_ASC,CW,Intertidal
C_O_ASC,CX,Kurosolic
C_O_ASC,CY,Leptic
C_O_ASC,CZ,Lithic
C_O_ASC,DA,Lithocalcic
C_O_ASC,DB,Magnesic
C_O_ASC,DC,Manganic
C_O_ASC,DD,Marly
C_O_ASC,DF,Massive
C_O_ASC,DG,Melacic
C_O_ASC,DH,Melacic-Magnesic
C_O_ASC,DI,Melacic-Mottled
C_O_ASC,DJ,Melacic-Parapanic
C_O_ASC,DK,Melanic
C_O_ASC,DL,Melanic-Bleached
C_O_ASC,DM,Melanic-Mottled
C_O_ASC,DN,Melanic-Vertic
C_O_ASC,DO,Mellic
C_O_ASC,DP,Mesonatric
C_O_ASC,DQ,Mottled
C_O_ASC,DR,Subhumose
C_O_ASC,DS,Orthic
C_O_ASC,DT,Oxyaquic
C_O_ASC,DU,Paralithic
C_O_ASC,DV,Parapanic
C_O_ASC,DW,Peaty
C_O_ASC,DX,Peaty-Parapanic
C_O_ASC,DY,Pedal
C_O_ASC,DZ,Petrocalcic
C_O_ASC,EA,Petroferric
C_O_ASC,EB,Pipey
C_O_ASC,EC,Placic
C_O_ASC,ED,Redoxic
C_O_ASC,EE,Rendic
C_O_ASC,EF,Reticulate
C_O_ASC,EG,Salic
C_O_ASC,EH,Sapric
C_O_ASC,EI,Self-Mulching
C_O_ASC,EJ,Semiaquic
C_O_ASC,EK,Sesquic
C_O_ASC,EL,Shelly
C_O_ASC,EM,Silpanic
C_O_ASC,EN,Snuffy
C_O_ASC,EO,Sodic
C_O_ASC,EP,Episodic-Epiacidic
C_O_ASC,EQ,Sodosolic
C_O_ASC,ER,Stratic
C_O_ASC,ES,Subnatric
C_O_ASC,ET,Subplastic
C_O_ASC,EU,Sulfidic
C_O_ASC,EV,Sulfuric
C_O_ASC,EW,Supratidal
C_O_ASC,EX,Vertic
C_O_ASC,EY,Humose-Bleached
C_O_ASC,EZ,Melacic-Bleached
C_O_ASC,FA,Siliceous
C_O_ASC,FB,Supracalcic
C_O_ASC,FC,Melanic-Calcareous
C_O_ASC,FD,Natric
C_O_ASC,FF,Submelacic
C_O_ASC,FG,Submelanic
C_O_ASC,FH,Palic
C_O_ASC,FI,Ochric
C_O_ASC,FJ,Hypergypsic
C_O_ASC,FK,Ferric-Duric
C_O_ASC,FL,Gypsic-Subplastic
C_O_ASC,FM,Epicalcareous-Epihypersodic
C_O_ASC,FN,Mottled-Subnatric
C_O_ASC,FO,Mottled-Mesonatric
C_O_ASC,FP,Mottled-Hypernatric
C_O_ASC,FQ,Dermosolic
C_O_ASC,FR,Kandosolic
C_O_ASC,FS,Terric
C_O_ASC,FT,Humose-Basic
C_O_ASC,FU,Melacic-Basic
C_O_ASC,FV,Melanic-Acidic
C_O_ASC,FW,Faunic
C_O_ASC,FX,Lutaceous
C_O_ASC,FY,Epicalcareous
C_O_ASC,FZ,Endocalcareous
C_O_ASC,GA,Epiacidic
C_O_ASC,GB,Epicalcareous-Endohypersodic
C_O_ASC,GC,Melacic-Reticulate
C_O_ASC,GD,Peaty-Placic
C_O_ASC,GE,Ferric-Petroferric
C_O_ASC,GF,Regolithic
C_O_ASC,GG,Episodic-Endoacidic
C_O_ASC,GH,Episodic-Epicalcareous
C_O_ASC,GI,Episodic-Endocalcareous
C_O_ASC,GJ,Epicalcareous-Endoacidic
C_O_ASC,GK,Epiacidic-Mottled
C_O_ASC,GL,Endoacidic-Mottled
C_O_ASC,GM,Endocalcareous-Endohypersodic
C_O_ASC,GN,Epihypersodic-Endoacidic
C_O_ASC,GO,Epihypersodic-Endocalcareous
C_O_ASC,GP,Magnesic-Natric
C_O_ASC,GQ,Episodic-Gypsic
C_O_ASC,GR,Rudosolic
C_O_ASC,GS,Epipedal
C_O_ASC,GT,Tenosolic
C_O_ASC,GU,Humose-Calcareous
C_O_ASC,GV,Lutic
C_O_ASC,GW,Ferric-Acidic
C_O_ASC,GX,Manganic-Acidic
C_O_ASC,GY,Humose-Acidic
C_O_ASC,GZ,Bleached-Orthic
C_O_ASC,HA,Melanic-Sodic
C_O_ASC,HB,Mottled-Sodic
C_O_ASC,HC,Ferric-Sodic
C_O_ASC,HD,Rudaceous
C_O_ASC,HE,Endocalcareous-Mottled
C_O_ASC,HF,Tephric
C_O_ASC,HG,Carbic
C_O_ASC,HH,Clastic
C_O_ASC,HI,Colluvic
C_O_ASC,HJ,Lithosolic
C_O_ASC,HK,Supravescent
C_O_ASC,HL,Episulfidic
C_O_ASC,HM,Episulfidic-Petrocalcic
C_O_ASC,HN,Densic-Placic
C_O_ASC,HO,Acidic-Sodic
C_O_ASC,HP,Palic-Acidic
C_O_ASC,HQ,Ochric-Acidic
C_O_ASC,HR,Cumulic
C_O_ASC,HS,Hortic
C_O_ASC,HT,Garbic
C_O_ASC,HU,Urbic
C_O_ASC,HV,Dredgic
C_O_ASC,HW,Spolic
C_O_ASC,HX,Scalpic
C_O_ASC,HZ,Ashy
C_O_ASC,IA,Inceptic
C_O_ASC,IB,Epibasic
C_O_ASC,IC,Ceteric
C_O_ASC,ID,Subpeaty
C_O_ASC,IE,Effervescent
C_O_ASC,IF,Folic
C_O_ASC,IG,Humosesquic/Sesquic
C_O_ASC,IH,Humic/Alsilic
C_O_ASC,IJ,Modic
C_O_ASC,IK,Histic-Sulfidic
C_O_ASC,IL,Sequi-Nodular
C_O_ASC,IM,Calcenic
C_O_ASC,IN,Red-Orthic
C_O_ASC,IO,Brown-Orthic
C_O_ASC,IP,Yellow-Orthic
C_O_ASC,IQ,Grey-Orthic
C_O_ASC,IR,Black-Orthic
C_O_ASC,IS,Ferric-Reticulate
C_O_ASC,XX,Available Class Inappropriate
C_O_ASC,YY,Class Undetermined
C_O_ASC,ZZ,No Available Class
C_O_ASC_CONF,-,No confidence level recorded.
C_O_ASC_CONF,1,All necessary analytical data are available.
C_O_ASC_CONF,2,Analytical data are incomplete but reasonable confidence.
C_O_ASC_CONF,3,No analytical data are available but confidence is fair.
C_O_ASC_CONF,4,No analytical data and little or no knowledge of this soil.
C_O_ASC_FAM,-,Not recorded
C_O_ASC_FAM,A,Thin
C_O_ASC_FAM,B,Medium
C_O_ASC_FAM,C,Thick
C_O_ASC_FAM,D,Very thick
C_O_ASC_FAM,E,Non-gravelly
C_O_ASC_FAM,F,Slightly gravelly
C_O_ASC_FAM,G,Gravelly
C_O_ASC_FAM,H,Moderately gravelly
C_O_ASC_FAM,I,Very gravelly
C_O_ASC_FAM,J,Peaty
C_O_ASC_FAM,K,Sandy
C_O_ASC_FAM,L,Loamy
C_O_ASC_FAM,M,Clay-loamy
C_O_ASC_FAM,N,Silty
C_O_ASC_FAM,O,Clayey
C_O_ASC_FAM,P,Granular
C_O_ASC_FAM,Q,Fine
C_O_ASC_FAM,R,Medium fine
C_O_ASC_FAM,S,Very fine
C_O_ASC_FAM,T,Very shallow
C_O_ASC_FAM,U,Shallow
C_O_ASC_FAM,V,Moderately deep
C_O_ASC_FAM,W,Deep
C_O_ASC_FAM,X,Very deep
C_O_ASC_FAM,Y,Giant
C_O_ASC_ORD,AN,Anthroposol
C_O_ASC_ORD,CA,Calcarosol
C_O_ASC_ORD,CH,Chromosol
C_O_ASC_ORD,DE,Dermosol
C_O_ASC_ORD,FE,Ferrosol
C_O_ASC_ORD,HY,Hydrosol
C_O_ASC_ORD,KA,Kandosol
C_O_ASC_ORD,KU,Kurosol
C_O_ASC_ORD,OR,Organosol
C_O_ASC_ORD,PO,Podosol
C_O_ASC_ORD,RU,Rudosol
C_O_ASC_ORD,SO,Sodosol
C_O_ASC_ORD,TE,Tenosol
C_O_ASC_ORD,VE,Vertosol
C_O_ASC_VERSION,2,The Australian Soil Classification 2nd approximation
C_O_ASC_VERSION,3,The Australian Soil Classification 3rd approximation
C_O_ASC_VERSION,4,The Australian Soil Classification 1st Edition
C_O_ASC_VERSION,5,The Australian Soil Classification Revised Edition
C_O_DATUM,AGD66,Australian Geodetic Datum - AGC Zone 1966
C_O_DATUM,AGD84,Australian Geodetic Datum - Equiv WGS 1984
C_O_DATUM,GDA94,Geocentric Datum of Australia 1994
C_O_DATUM,WGS84,World Geodetic System 1984
C_O_DEPTH_WATER_PREF,-,Below soil surface
C_O_DEPTH_WATER_PREF,+,Above soil surface
C_O_DEPTH_WATER_PREF,0,No free water
C_O_DRAINAGE,1,Very poorly drained
C_O_DRAINAGE,2,Poorly drained
C_O_DRAINAGE,3,Imperfectly drained
C_O_DRAINAGE,4,Moderately well drained
C_O_DRAINAGE,5,Well drained
C_O_DRAINAGE,6,Rapidly drained
C_O_ER_STATE,A,Active
C_O_ER_STATE,P,Partially stabilised
C_O_ER_STATE,S,Stabilised
C_O_EVALUATION,A,Determined by altimeter
C_O_EVALUATION,D,Determined by DGPS
C_O_EVALUATION,E,Estimate
C_O_EVALUATION,G,Determined by GPS
C_O_EVALUATION,L,Levelled from survey datum
C_O_EVALUATION,M,Interpolated from contour map with contour interval of 20 m or less
C_O_FOREST_TYPE,1,Non-rainforest
C_O_FOREST_TYPE,2,Rainforest
C_O_FOREST_TYPE,3,Mixture of rainforest and non-rainforest
C_O_FOREST_TYPE,4,Plantation
C_O_FOREST_TYPE,5,No vegetation
C_O_GSG,A,Alluvial soil
C_O_GSG,ACP,Acid peat
C_O_GSG,AH,Alpine humus soil
C_O_GSG,ALP,Alkaline peat
C_O_GSG,BC,Brown clay
C_O_GSG,BE,Black earth
C_O_GSG,BP,Brown podzolic soil
C_O_GSG,BRE,Brown earth
C_O_GSG,C,Chocolate soil
C_O_GSG,CM,Chernozem
C_O_GSG,DL,Desert loam
C_O_GSG,E,Euchrozem
C_O_GSG,ES,Earthy sand
C_O_GSG,GBK,Grey-brown calcareous soil
C_O_GSG,GBP,Grey-brown podzolic soil
C_O_GSG,GC,Grey clay
C_O_GSG,GE,Grey earth
C_O_GSG,GP,Gleyed podzolic soil
C_O_GSG,HG,Humic gley
C_O_GSG,HP,Humus podzol
C_O_GSG,K,Krasnozem
C_O_GSG,KRE,Calcareous red earth
C_O_GSG,KS,Calcareous sand
C_O_GSG,L,Lithosol
C_O_GSG,LP,Lateritic podzolic soil
C_O_GSG,NKB,Non-calcic brown soil
C_O_GSG,NP,Neutral peat
C_O_GSG,NSG,No suitable group
C_O_GSG,P,Podzol
C_O_GSG,PP,Peaty podzol
C_O_GSG,PS,Prairie soil
C_O_GSG,R,Rendzina
C_O_GSG,RBE,Red-brown earth
C_O_GSG,RBH,Red and brown hardpan soil
C_O_GSG,RC,Red clay
C_O_GSG,RE,Red earth
C_O_GSG,RK,Red calcareous soil
C_O_GSG,RP,Red podzolic soil
C_O_GSG,SB,Solonized brown soil
C_O_GSG,SC,Solodic soil
C_O_GSG,SDS,Solodized solonetz
C_O_GSG,SH,Soloth
C_O_GSG,SK,Solonchak
C_O_GSG,SS,Siliceous sand
C_O_GSG,SZ,Solonetz
C_O_GSG,TR,Terra rossa soil
C_O_GSG,W,Wiesenboden
C_O_GSG,X,Xanthozem
C_O_GSG,YE,Yellow earth
C_O_GSG,YP,Yellow podzolic soil
C_O_INUND_FREQ,0,No inundation
C_O_INUND_FREQ,1,Less than one per 100 years
C_O_INUND_FREQ,2,One in 50-100 years
C_O_INUND_FREQ,3,One in 10-50 years
C_O_INUND_FREQ,4,One in 1-10 years
C_O_INUND_FREQ,5,More than one per year
C_O_MAP_UNIT_TYPE,LS,Land sys
C_O_MAP_UNIT_TYPE,LU,Land unit
C_O_MAP_UNIT_TYPE,SA,Soil assoc
C_O_MAP_UNIT_TYPE,SC,Soil cpx
C_O_MAP_UNIT_TYPE,SL,Soil landscape
C_O_MASS_DEG,0,No mass movement
C_O_MASS_DEG,1,Present
C_O_MR_SAMPLED,D,Depression
C_O_MR_SAMPLED,E,Elongate mound
C_O_MR_SAMPLED,F,Flat
C_O_MR_SAMPLED,K,Hummock
C_O_MR_SAMPLED,L,Elongate depression
C_O_MR_SAMPLED,M,Mound
C_O_MR_SAMPLED,S,Shelf
C_O_NATURE,C,Characterisation
C_O_NATURE,M,Composite
C_O_NATURE,S,Single
C_O_OTHER_ER_DEG,0,No erosion
C_O_OTHER_ER_DEG,1,Minor or present
C_O_OTHER_ER_DEG,2,Moderate
C_O_OTHER_ER_DEG,3,Severe
C_O_OTHER_ER_DEG,4,Very severe
C_O_OTHER_ER_DEG,X,Not apparent
C_O_RF_COMPLEX,C,Complex
C_O_RF_COMPLEX,S,Simple
C_O_RF_COMPLEX,X,Simple-complex
C_O_RF_EMERGENTS,A,Emergent present is not sclerophyll
C_O_RF_EMERGENTS,E,Emergent present is sclerophyll
C_O_RF_FLOR_COMP,M,Mixed
C_O_RF_FLOR_COMP,S,One or two species
C_O_RF_FLOR_COMP,X,Mixed + one species
C_O_RF_INDICATOR,1,Moss
C_O_RF_INDICATOR,2,Fern
C_O_RF_INDICATOR,3,Fan palm
C_O_RF_INDICATOR,4,Feather palm
C_O_RF_INDICATOR,5,Vine
C_O_RF_INDICATOR,6,No dominant indicator growth form
C_O_RF_LEAFSIZE,1,Macrophyll
C_O_RF_LEAFSIZE,2,Macrophyll-mesophyll
C_O_RF_LEAFSIZE,3,Mesophyll
C_O_RF_LEAFSIZE,4,Mesophyll-notophyll
C_O_RF_LEAFSIZE,5,Notophyll
C_O_RF_LEAFSIZE,6,Notophyll-microphyll
C_O_RF_LEAFSIZE,7,Microphyll
C_O_RF_LEAFSIZE,8,Microphyll-nanophyll
C_O_RF_LEAFSIZE,9,Nanophyll
C_O_RILL_DEG,0,No rill erosion
C_O_RILL_DEG,1,Minor
C_O_RILL_DEG,2,Moderate
C_O_RILL_DEG,3,Severe
C_O_RUNOFF,0,No runoff
C_O_RUNOFF,1,Very slow
C_O_RUNOFF,2,Slow
C_O_RUNOFF,3,Moderately rapid
C_O_RUNOFF,4,Rapid
C_O_RUNOFF,5,Very rapid
C_O_SB_CONFIDENCE,A,Almost certain or certain
C_O_SB_CONFIDENCE,D,"Dubious, doubtful"
C_O_SB_CONFIDENCE,N,Not parent material
C_O_SB_CONFIDENCE,P,Probable
C_O_SB_MASS_ALT,F,Ferruginized
C_O_SB_MASS_ALT,K,Calcified
C_O_SB_MASS_ALT,L,Kaolinized
C_O_SB_MASS_ALT,O,Other
C_O_SB_MASS_ALT,S,Silicified
C_O_SB_MASS_GEN_TYPE,AC,Alcrete (bauxite)
C_O_SB_MASS_GEN_TYPE,AH,Artificially hardened materials
C_O_SB_MASS_GEN_TYPE,AL,Alluvial
C_O_SB_MASS_GEN_TYPE,AT,Anthropic materials
C_O_SB_MASS_GEN_TYPE,BE,Beach sediment
C_O_SB_MASS_GEN_TYPE,BG,Biogenic rocks and materials
C_O_SB_MASS_GEN_TYPE,CD,Creep deposit
C_O_SB_MASS_GEN_TYPE,CH,Chemically hardened materials
C_O_SB_MASS_GEN_TYPE,CN,Concrete
C_O_SB_MASS_GEN_TYPE,CO,Colluvium
C_O_SB_MASS_GEN_TYPE,DR,Decomposed rock
C_O_SB_MASS_GEN_TYPE,ED,Eolian sediment
C_O_SB_MASS_GEN_TYPE,EH,Evaporites
C_O_SB_MASS_GEN_TYPE,ES,Eolian sand
C_O_SB_MASS_GEN_TYPE,ET,Eolianite
C_O_SB_MASS_GEN_TYPE,EV,Other evaporites
C_O_SB_MASS_GEN_TYPE,FC,Ferricrete
C_O_SB_MASS_GEN_TYPE,FI,Fill
C_O_SB_MASS_GEN_TYPE,GY,Gypsum
C_O_SB_MASS_GEN_TYPE,HA,Halite (rock salt)
C_O_SB_MASS_GEN_TYPE,IG,Igneous rocks
C_O_SB_MASS_GEN_TYPE,IN,Ignimbrite
C_O_SB_MASS_GEN_TYPE,KC,Calcrete
C_O_SB_MASS_GEN_TYPE,LA,lacustrine sediment
C_O_SB_MASS_GEN_TYPE,LC,Silcrete
C_O_SB_MASS_GEN_TYPE,LD,Landslide deposit
C_O_SB_MASS_GEN_TYPE,LO,Loess
C_O_SB_MASS_GEN_TYPE,MA,Marine sediment
C_O_SB_MASS_GEN_TYPE,MD,Mudflow deposit
C_O_SB_MASS_GEN_TYPE,ME,Metamorphic rocks
C_O_SB_MASS_GEN_TYPE,MH,Masses hardened in the regolith
C_O_SB_MASS_GEN_TYPE,PA,Parna
C_O_SB_MASS_GEN_TYPE,PC,Porcellanite
C_O_SB_MASS_GEN_TYPE,PL,Plutonic rocks
C_O_SB_MASS_GEN_TYPE,PW,Partially weathered rock
C_O_SB_MASS_GEN_TYPE,RB,Red-brown hardpan
C_O_SB_MASS_GEN_TYPE,SA,Saprolite
C_O_SB_MASS_GEN_TYPE,SC,Chemical and organic sedimentary rocks
C_O_SB_MASS_GEN_TYPE,SD,Detrital sedimentary rocks (including eolianite)
C_O_SB_MASS_GEN_TYPE,SE,Scree
C_O_SB_MASS_GEN_TYPE,SH,Sheet flow deposit
C_O_SB_MASS_GEN_TYPE,SO,Stabilized soil
C_O_SB_MASS_GEN_TYPE,SP,Pyroclastic rocks (including ignimbrite)
C_O_SB_MASS_GEN_TYPE,SR,Sedimentary rocks
C_O_SB_MASS_GEN_TYPE,TI,Till
C_O_SB_MASS_GEN_TYPE,UR,Unweathered rocks of the bedrock zone
C_O_SB_MASS_GEN_TYPE,US,Unconsolidated sediments
C_O_SB_MASS_GEN_TYPE,VA,Volcanic ash
C_O_SB_MASS_GEN_TYPE,VO,Volcanic rocks
C_O_SB_MASS_GEN_TYPE,WR,Weathered rocks
C_O_SB_MASS_STRENGTH,E,Earth or soil
C_O_SB_MASS_STRENGTH,M,Moderately strong rock
C_O_SB_MASS_STRENGTH,S,Strong rock
C_O_SB_MASS_STRENGTH,VS,Very strong rock
C_O_SB_MASS_STRENGTH,VW,Very weak rock
C_O_SB_MASS_STRENGTH,W,Weak rock
C_O_SB_OBS_TYPE,A,Auger boring
C_O_SB_OBS_TYPE,C,Undisturbed soil core
C_O_SB_OBS_TYPE,E,Existing vertical exposure
C_O_SB_OBS_TYPE,O,Outcrop
C_O_SB_OBS_TYPE,P,Soil pit
C_O_SB_POROSITY,0,"Non-porous, dense"
C_O_SB_POROSITY,1,Slightly porous
C_O_SB_POROSITY,2,Porous
C_O_SB_STRUCTURE,B,Bedded
C_O_SB_STRUCTURE,C,Concretionary
C_O_SB_STRUCTURE,F,Fissile
C_O_SB_STRUCTURE,L,Foliated
C_O_SB_STRUCTURE,P,Platy
C_O_SB_STRUCTURE,R,Vermicular
C_O_SB_STRUCTURE,S,Vesicular
C_O_SB_STRUCTURE,V,Massive
